8.588957055214724301e-02	5.521472392638036852e-02	6.748466257668711554e-02	4.294478527607362150e-02	3.067484662576687102e-02	4.907975460122699501e-02	3.680981595092024800e-02	6.134969325153374203e-02	3.067484662576687102e-02	3.067484662576687102e-02	5.521472392638036852e-02	5.521472392638036852e-02	1.226993865030674875e-02	3.680981595092024800e-02	6.748466257668711554e-02	7.975460122699386256e-02	7.361963190184049599e-02	1.226993865030674875e-02	1.840490797546012400e-02	4.294478527607362150e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.521472392638036852e-02
6.134969325153374203e-02	3.680981595092024800e-02	2.453987730061349751e-02	4.294478527607362150e-02	2.453987730061349751e-02	4.907975460122699501e-02	8.588957055214724301e-02	8.588957055214724301e-02	1.226993865030674875e-02	1.840490797546012400e-02	8.588957055214724301e-02	7.361963190184049599e-02	1.840490797546012400e-02	2.453987730061349751e-02	6.748466257668711554e-02	9.815950920245399003e-02	6.134969325153374203e-02	0.000000000000000000e+00	3.680981595092024800e-02	3.680981595092024800e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.521472392638036852e-02
3.680981595092024800e-02	6.134969325153374203e-02	4.907975460122699501e-02	4.294478527607362150e-02	1.226993865030674875e-02	4.907975460122699501e-02	9.202453987730060958e-02	9.815950920245399003e-02	6.134969325153374377e-03	3.067484662576687102e-02	7.361963190184049599e-02	6.748466257668711554e-02	1.226993865030674875e-02	3.067484662576687102e-02	8.588957055214724301e-02	7.975460122699386256e-02	5.521472392638036852e-02	6.134969325153374377e-03	1.226993865030674875e-02	4.294478527607362150e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.521472392638036852e-02
3.067484662576687102e-02	4.907975460122699501e-02	5.521472392638036852e-02	5.521472392638036852e-02	6.134969325153374377e-03	4.907975460122699501e-02	1.288343558282208645e-01	9.202453987730060958e-02	1.226993865030674875e-02	1.226993865030674875e-02	7.361963190184049599e-02	7.361963190184049599e-02	6.134969325153374377e-03	1.840490797546012400e-02	4.907975460122699501e-02	6.748466257668711554e-02	4.907975460122699501e-02	1.226993865030674875e-02	1.840490797546012400e-02	8.588957055214724301e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.521472392638036852e-02
5.521472392638036852e-02	3.680981595092024800e-02	6.134969325153374203e-02	7.975460122699386256e-02	1.226993865030674875e-02	2.453987730061349751e-02	7.361963190184049599e-02	7.975460122699386256e-02	6.134969325153374377e-03	3.067484662576687102e-02	8.588957055214724301e-02	6.748466257668711554e-02	0.000000000000000000e+00	1.840490797546012400e-02	7.975460122699386256e-02	1.042944785276073566e-01	4.907975460122699501e-02	1.226993865030674875e-02	2.453987730061349751e-02	4.294478527607362150e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.521472392638036852e-02
5.521472392638036852e-02	6.134969325153374203e-02	6.134969325153374203e-02	6.134969325153374203e-02	6.134969325153374377e-03	5.521472392638036852e-02	7.975460122699386256e-02	7.361963190184049599e-02	1.226993865030674875e-02	7.361963190184049599e-02	4.907975460122699501e-02	9.202453987730060958e-02	2.453987730061349751e-02	1.840490797546012400e-02	3.680981595092024800e-02	4.907975460122699501e-02	3.680981595092024800e-02	6.134969325153374377e-03	1.840490797546012400e-02	7.361963190184049599e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.521472392638036852e-02
7.975460122699386256e-02	7.361963190184049599e-02	3.680981595092024800e-02	8.588957055214724301e-02	3.680981595092024800e-02	3.680981595092024800e-02	1.104294478527607370e-01	6.134969325153374203e-02	1.840490797546012400e-02	4.907975460122699501e-02	3.680981595092024800e-02	3.067484662576687102e-02	3.067484662576687102e-02	3.680981595092024800e-02	4.907975460122699501e-02	4.907975460122699501e-02	7.975460122699386256e-02	0.000000000000000000e+00	6.134969325153374377e-03	3.680981595092024800e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.521472392638036852e-02
6.134969325153374203e-02	3.680981595092024800e-02	3.067484662576687102e-02	5.521472392638036852e-02	1.226993865030674875e-02	4.294478527607362150e-02	8.588957055214724301e-02	7.361963190184049599e-02	1.226993865030674875e-02	6.748466257668711554e-02	7.361963190184049599e-02	8.588957055214724301e-02	6.134969325153374377e-03	3.067484662576687102e-02	3.680981595092024800e-02	1.042944785276073566e-01	4.294478527607362150e-02	1.226993865030674875e-02	4.907975460122699501e-02	3.067484662576687102e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.907975460122699501e-02
3.680981595092024800e-02	4.294478527607362150e-02	4.907975460122699501e-02	7.361963190184049599e-02	6.134969325153374377e-03	2.453987730061349751e-02	4.907975460122699501e-02	7.975460122699386256e-02	4.294478527607362150e-02	4.294478527607362150e-02	6.134969325153374203e-02	4.907975460122699501e-02	0.000000000000000000e+00	4.294478527607362150e-02	7.361963190184049599e-02	9.815950920245399003e-02	7.361963190184049599e-02	6.134969325153374377e-03	3.680981595092024800e-02	6.134969325153374203e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.907975460122699501e-02
5.521472392638036852e-02	3.680981595092024800e-02	4.294478527607362150e-02	3.680981595092024800e-02	1.226993865030674875e-02	4.294478527607362150e-02	6.134969325153374203e-02	3.067484662576687102e-02	2.453987730061349751e-02	7.361963190184049599e-02	7.361963190184049599e-02	5.521472392638036852e-02	1.840490797546012400e-02	3.680981595092024800e-02	3.067484662576687102e-02	1.472392638036809920e-01	6.134969325153374203e-02	0.000000000000000000e+00	4.907975460122699501e-02	6.134969325153374203e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.907975460122699501e-02
6.134969325153374203e-02	2.453987730061349751e-02	4.294478527607362150e-02	7.361963190184049599e-02	6.134969325153374377e-03	3.680981595092024800e-02	8.588957055214724301e-02	5.521472392638036852e-02	2.453987730061349751e-02	3.067484662576687102e-02	4.294478527607362150e-02	8.588957055214724301e-02	1.226993865030674875e-02	1.226993865030674875e-02	6.748466257668711554e-02	1.042944785276073566e-01	6.134969325153374203e-02	6.134969325153374377e-03	2.453987730061349751e-02	9.815950920245399003e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.294478527607362150e-02
4.907975460122699501e-02	5.521472392638036852e-02	3.067484662576687102e-02	4.907975460122699501e-02	3.067484662576687102e-02	4.294478527607362150e-02	6.134969325153374203e-02	7.975460122699386256e-02	1.226993865030674875e-02	3.067484662576687102e-02	7.975460122699386256e-02	4.294478527607362150e-02	1.840490797546012400e-02	2.453987730061349751e-02	9.815950920245399003e-02	9.202453987730060958e-02	9.202453987730060958e-02	6.134969325153374377e-03	3.067484662576687102e-02	3.067484662576687102e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.294478527607362150e-02
9.815950920245399003e-02	3.680981595092024800e-02	5.521472392638036852e-02	4.294478527607362150e-02	6.134969325153374377e-03	3.680981595092024800e-02	1.288343558282208645e-01	4.294478527607362150e-02	1.226993865030674875e-02	7.361963190184049599e-02	6.134969325153374203e-02	6.134969325153374203e-02	4.294478527607362150e-02	1.840490797546012400e-02	6.134969325153374203e-02	6.134969325153374203e-02	6.134969325153374203e-02	6.134969325153374377e-03	6.134969325153374377e-03	4.907975460122699501e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.680981595092024800e-02
